Code,DJINDUS
21/11/2007,12799.04
22/11/2007,12799.04
23/11/2007,12980.88
26/11/2007,12743.44
27/11/2007,12958.44
28/11/2007,13289.45
29/11/2007,13311.73
30/11/2007,13371.72
03/12/2007,13314.57
04/12/2007,13248.73
05/12/2007,13444.96
06/12/2007,13619.89
07/12/2007,13625.58
10/12/2007,13727.03
11/12/2007,13432.77
12/12/2007,13473.9
13/12/2007,13517.96
14/12/2007,13339.85
17/12/2007,13167.2
18/12/2007,13232.47
19/12/2007,13207.27
20/12/2007,13245.64
21/12/2007,13450.65
24/12/2007,13549.33
25/12/2007,13549.33
26/12/2007,13551.69
27/12/2007,13359.61
28/12/2007,13365.87
31/12/2007,13264.82
01/01/2008,13264.82
02/01/2008,13043.96
03/01/2008,13056.72
04/01/2008,12800.18
07/01/2008,12827.49
08/01/2008,12589.07
09/01/2008,12735.31
10/01/2008,12853.09
11/01/2008,12606.3
14/01/2008,12778.15
15/01/2008,12501.11
16/01/2008,12466.16
17/01/2008,12159.21
18/01/2008,12099.3
21/01/2008,12099.3
22/01/2008,11971.19
23/01/2008,12270.17
24/01/2008,12378.61
25/01/2008,12207.17
28/01/2008,12383.89
29/01/2008,12480.3
30/01/2008,12442.83
31/01/2008,12650.36
01/02/2008,12743.19
04/02/2008,12635.16
05/02/2008,12265.13
06/02/2008,12200.1
07/02/2008,12247
08/02/2008,12182.13
11/02/2008,12240.01
12/02/2008,12373.41
13/02/2008,12552.24
14/02/2008,12376.98
15/02/2008,12348.21
18/02/2008,12348.21
19/02/2008,12337.22
20/02/2008,12427.26
21/02/2008,12284.3
22/02/2008,12381.02
25/02/2008,12570.22
26/02/2008,12684.92
27/02/2008,12694.28
28/02/2008,12582.18
29/02/2008,12266.39
03/03/2008,12258.9
04/03/2008,12213.8
05/03/2008,12254.99
06/03/2008,12040.39
07/03/2008,11893.69
10/03/2008,11740.15
11/03/2008,12156.81
12/03/2008,12110.24
13/03/2008,12145.74
14/03/2008,11951.09
17/03/2008,11972.25
18/03/2008,12392.66
19/03/2008,12099.66
20/03/2008,12361.32
21/03/2008,12361.32
24/03/2008,12548.64
25/03/2008,12532.6
26/03/2008,12422.86
27/03/2008,12302.46
28/03/2008,12216.4
31/03/2008,12262.89
01/04/2008,12654.36
02/04/2008,12605.83
03/04/2008,12626.03
04/04/2008,12609.42
07/04/2008,12612.43
08/04/2008,12576.44
09/04/2008,12527.26
10/04/2008,12581.98
11/04/2008,12325.42
14/04/2008,12302.06
15/04/2008,12362.47
16/04/2008,12619.27
17/04/2008,12620.49
18/04/2008,12849.36
21/04/2008,12825.02
22/04/2008,12720.23
23/04/2008,12763.22
24/04/2008,12848.95
25/04/2008,12891.86
28/04/2008,12871.75
29/04/2008,12831.94
30/04/2008,12820.13
01/05/2008,13010
02/05/2008,13058.2
05/05/2008,12969.54
06/05/2008,13020.83
07/05/2008,12814.35
08/05/2008,12866.78
09/05/2008,12745.88
12/05/2008,12876.31
13/05/2008,12832.18
14/05/2008,12898.38
15/05/2008,12992.66
16/05/2008,12986.8
19/05/2008,13028.16
20/05/2008,12828.68
21/05/2008,12601.19
22/05/2008,12625.62
23/05/2008,12479.63
26/05/2008,12479.63
27/05/2008,12548.35
28/05/2008,12594.03
29/05/2008,12646.22
30/05/2008,12638.32
02/06/2008,12503.82
03/06/2008,12402.85
04/06/2008,12390.48
05/06/2008,12604.45
06/06/2008,12209.81
09/06/2008,12280.32
10/06/2008,12289.76
11/06/2008,12083.77
12/06/2008,12141.58
13/06/2008,12307.35
16/06/2008,12269.08
17/06/2008,12160.3
18/06/2008,12029.06
19/06/2008,12063.09
20/06/2008,11842.69
23/06/2008,11842.36
24/06/2008,11807.43
25/06/2008,11811.83
26/06/2008,11453.42
27/06/2008,11346.51
30/06/2008,11350.01
01/07/2008,11382.26
02/07/2008,11215.51
03/07/2008,11288.54
04/07/2008,11288.54
07/07/2008,11231.96
08/07/2008,11384.21
09/07/2008,11147.44
10/07/2008,11229.02
11/07/2008,11100.54
14/07/2008,11055.19
15/07/2008,10962.54
16/07/2008,11239.28
17/07/2008,11446.66
18/07/2008,11496.57
21/07/2008,11467.34
22/07/2008,11602.5
23/07/2008,11632.38
24/07/2008,11349.28
25/07/2008,11370.69
28/07/2008,11131.08
29/07/2008,11397.56
30/07/2008,11583.69
31/07/2008,11378.02
01/08/2008,11326.32
04/08/2008,11284.15
05/08/2008,11615.77
06/08/2008,11656.07
07/08/2008,11431.43
08/08/2008,11734.32
11/08/2008,11782.35
12/08/2008,11642.47
13/08/2008,11532.96
14/08/2008,11615.93
15/08/2008,11659.9
18/08/2008,11479.39
19/08/2008,11348.55
20/08/2008,11417.43
21/08/2008,11430.21
22/08/2008,11628.06
25/08/2008,11386.25
26/08/2008,11412.87
27/08/2008,11502.51
28/08/2008,11715.18
29/08/2008,11543.55
01/09/2008,11543.55
02/09/2008,11516.92
03/09/2008,11532.88
04/09/2008,11188.23
05/09/2008,11220.96
08/09/2008,11510.74
09/09/2008,11230.73
10/09/2008,11268.92
11/09/2008,11433.71
12/09/2008,11421.99
15/09/2008,10917.51
16/09/2008,11059.02
17/09/2008,10609.66
18/09/2008,11019.69
19/09/2008,11388.44
22/09/2008,11015.69
23/09/2008,10854.17
24/09/2008,10825.17
25/09/2008,11022.06
26/09/2008,11143.13
29/09/2008,10365.45
30/09/2008,10850.66
01/10/2008,10831.07
02/10/2008,10482.85
03/10/2008,10325.38
06/10/2008,9955.5
07/10/2008,9447.11
08/10/2008,9258.1
09/10/2008,8579.19
10/10/2008,8451.19
13/10/2008,9387.61
14/10/2008,9310.99
15/10/2008,8577.91
16/10/2008,8979.26
17/10/2008,8852.22
20/10/2008,9265.43
21/10/2008,9033.66
22/10/2008,8519.21
23/10/2008,8691.25
24/10/2008,8378.95
27/10/2008,8175.77
28/10/2008,9065.12
29/10/2008,8990.96
30/10/2008,9180.69
31/10/2008,9325.01
03/11/2008,9319.83
04/11/2008,9625.28
05/11/2008,9139.27
06/11/2008,8695.79
07/11/2008,8943.81
10/11/2008,8870.54
11/11/2008,8693.96
12/11/2008,8282.66
13/11/2008,8835.25
14/11/2008,8497.31
17/11/2008,8273.58
18/11/2008,8424.75
19/11/2008,7997.28
20/11/2008,7552.29
21/11/2008,8046.42
24/11/2008,8443.39
25/11/2008,8479.47
26/11/2008,8726.61
27/11/2008,8726.61
28/11/2008,8829.04
01/12/2008,8149.09
02/12/2008,8419.09
03/12/2008,8591.69
04/12/2008,8376.24
05/12/2008,8635.42
08/12/2008,8934.18
09/12/2008,8691.33
10/12/2008,8761.42
11/12/2008,8565.09
12/12/2008,8629.68
15/12/2008,8564.53
16/12/2008,8924.14
17/12/2008,8824.34
18/12/2008,8604.99
19/12/2008,8579.11
22/12/2008,8519.77
23/12/2008,8419.49
24/12/2008,8468.48
25/12/2008,8468.48
26/12/2008,8515.55
29/12/2008,8483.93
30/12/2008,8668.39
31/12/2008,8776.39
01/01/2009,8776.39
02/01/2009,9034.69
05/01/2009,8952.89
06/01/2009,9015.1
07/01/2009,8769.7
08/01/2009,8742.46
09/01/2009,8599.18
12/01/2009,8473.97
13/01/2009,8448.56
14/01/2009,8200.14
15/01/2009,8212.49
16/01/2009,8281.22
19/01/2009,8281.22
20/01/2009,7949.09
21/01/2009,8228.1
22/01/2009,8122.8
23/01/2009,8077.56
26/01/2009,8116.03
27/01/2009,8174.73
28/01/2009,8375.45
29/01/2009,8149.01
30/01/2009,8000.86
02/02/2009,7936.83
03/02/2009,8078.36
04/02/2009,7956.66
05/02/2009,8063.07
06/02/2009,8280.59
09/02/2009,8270.87
10/02/2009,7888.88
11/02/2009,7939.53
12/02/2009,7932.76
13/02/2009,7850.41
16/02/2009,7850.41
17/02/2009,7552.6
18/02/2009,7555.63
19/02/2009,7465.95
20/02/2009,7365.67
23/02/2009,7114.78
24/02/2009,7350.94
25/02/2009,7270.89
26/02/2009,7182.08
27/02/2009,7062.93
02/03/2009,6763.29
03/03/2009,6726.02
04/03/2009,6875.84
05/03/2009,6594.44
06/03/2009,6626.94
09/03/2009,6547.05
10/03/2009,6926.49
11/03/2009,6930.4
12/03/2009,7170.06
13/03/2009,7223.98
16/03/2009,7216.97
17/03/2009,7395.7
18/03/2009,7486.58
19/03/2009,7400.8
20/03/2009,7278.38
23/03/2009,7775.86
24/03/2009,7659.97
25/03/2009,7749.81
26/03/2009,7924.56
27/03/2009,7776.18
30/03/2009,7522.02
31/03/2009,7608.92
01/04/2009,7761.6
02/04/2009,7978.08
03/04/2009,8017.59
06/04/2009,7975.85
07/04/2009,7789.56
08/04/2009,7837.11
09/04/2009,8083.38
10/04/2009,8083.38
13/04/2009,8057.81
14/04/2009,7920.18
15/04/2009,8029.62
16/04/2009,8125.43
17/04/2009,8131.33
20/04/2009,7841.73
21/04/2009,7969.56
22/04/2009,7886.57
23/04/2009,7957.06
24/04/2009,8076.29
27/04/2009,8025
28/04/2009,8016.95
29/04/2009,8185.73
30/04/2009,8168.12
01/05/2009,8212.41
04/05/2009,8426.74
05/05/2009,8410.65
06/05/2009,8512.28
07/05/2009,8409.85
08/05/2009,8574.65
11/05/2009,8418.77
12/05/2009,8469.11
13/05/2009,8284.89
14/05/2009,8331.32
15/05/2009,8268.64
18/05/2009,8504.08
19/05/2009,8474.85
20/05/2009,8422.04
21/05/2009,8292.13
22/05/2009,8277.32
25/05/2009,8277.32
26/05/2009,8473.49
27/05/2009,8300.02
28/05/2009,8403.8
29/05/2009,8500.33
01/06/2009,8721.44
02/06/2009,8740.87
03/06/2009,8675.28
04/06/2009,8750.24
05/06/2009,8763.13
08/06/2009,8764.49
09/06/2009,8763.06
10/06/2009,8739.02
11/06/2009,8770.92
12/06/2009,8799.26
15/06/2009,8612.13
16/06/2009,8504.67
17/06/2009,8497.18
18/06/2009,8555.6
19/06/2009,8539.73
22/06/2009,8339.01
23/06/2009,8322.91
24/06/2009,8299.86
25/06/2009,8472.4
26/06/2009,8438.39
29/06/2009,8529.38
30/06/2009,8447
01/07/2009,8504.06
02/07/2009,8280.74
03/07/2009,8280.74
06/07/2009,8324.87
07/07/2009,8163.6
08/07/2009,8178.41
09/07/2009,8183.17
10/07/2009,8146.52
13/07/2009,8331.68
14/07/2009,8359.49
15/07/2009,8616.21
16/07/2009,8711.82
17/07/2009,8743.94
20/07/2009,8848.15
21/07/2009,8915.94
22/07/2009,8881.26
23/07/2009,9069.29
24/07/2009,9093.24
27/07/2009,9108.51
28/07/2009,9096.72
29/07/2009,9070.72
30/07/2009,9154.46
31/07/2009,9171.61
03/08/2009,9286.56
04/08/2009,9320.19
05/08/2009,9280.97
06/08/2009,9256.26
07/08/2009,9370.07
10/08/2009,9337.95
11/08/2009,9241.45
12/08/2009,9361.61
13/08/2009,9398.19
14/08/2009,9321.4
17/08/2009,9135.34
18/08/2009,9217.94
19/08/2009,9279.16
20/08/2009,9350.05
21/08/2009,9505.96
24/08/2009,9509.28
25/08/2009,9539.29
26/08/2009,9543.52
27/08/2009,9580.63
28/08/2009,9544.2
31/08/2009,9496.28
01/09/2009,9310.6
02/09/2009,9280.67
03/09/2009,9344.61
04/09/2009,9441.27
07/09/2009,9441.27
08/09/2009,9497.34
09/09/2009,9547.22
10/09/2009,9627.48
11/09/2009,9605.41
14/09/2009,9626.8
15/09/2009,9683.41
16/09/2009,9791.71
17/09/2009,9783.92
18/09/2009,9820.2
21/09/2009,9778.86
22/09/2009,9829.87
23/09/2009,9748.55
24/09/2009,9707.44
25/09/2009,9665.19
28/09/2009,9789.36
29/09/2009,9742.2
30/09/2009,9712.28
01/10/2009,9509.28
02/10/2009,9487.67
05/10/2009,9599.75
06/10/2009,9731.25
07/10/2009,9725.58
08/10/2009,9786.87
09/10/2009,9864.94
12/10/2009,9885.8
13/10/2009,9871.06
14/10/2009,10015.86
15/10/2009,10062.94
16/10/2009,9995.91
19/10/2009,10092.19
20/10/2009,10041.48
21/10/2009,9949.36
22/10/2009,10081.31
23/10/2009,9972.18
26/10/2009,9867.96
27/10/2009,9882.17
28/10/2009,9762.69
29/10/2009,9962.58
30/10/2009,9712.73
02/11/2009,9789.44
03/11/2009,9771.91
04/11/2009,9802.14
05/11/2009,10005.96
06/11/2009,10023.42
09/11/2009,10226.94
10/11/2009,10246.97
11/11/2009,10291.26
12/11/2009,10197.47
13/11/2009,10270.47
16/11/2009,10406.96
17/11/2009,10437.42
18/11/2009,10426.31
19/11/2009,10332.44
20/11/2009,10318.16
23/11/2009,10450.95
24/11/2009,10433.71
25/11/2009,10464.4
26/11/2009,10464.4
27/11/2009,10309.92
30/11/2009,10344.84
01/12/2009,10471.58
02/12/2009,10452.68
03/12/2009,10366.15
04/12/2009,10388.9
07/12/2009,10390.11
08/12/2009,10285.97
09/12/2009,10337.05
10/12/2009,10405.83
11/12/2009,10471.5
14/12/2009,10501.05
15/12/2009,10452
16/12/2009,10441.12
17/12/2009,10308.26
18/12/2009,10328.89
21/12/2009,10414.14
22/12/2009,10464.93
23/12/2009,10466.44
24/12/2009,10520.1
25/12/2009,10520.1
28/12/2009,10547.08
29/12/2009,10545.41
30/12/2009,10548.51
31/12/2009,10428.05
01/01/2010,10428.05
04/01/2010,10583.96
05/01/2010,10572.02
06/01/2010,10573.68
07/01/2010,10606.86
08/01/2010,10618.19
11/01/2010,10663.99
12/01/2010,10627.26
13/01/2010,10680.77
14/01/2010,10710.55
15/01/2010,10609.65
18/01/2010,10609.65
19/01/2010,10725.43
20/01/2010,10603.15
21/01/2010,10389.88
22/01/2010,10172.98
25/01/2010,10196.86
26/01/2010,10194.29
27/01/2010,10236.16
28/01/2010,10120.46
29/01/2010,10067.33
01/02/2010,10185.53
02/02/2010,10296.85
03/02/2010,10270.55
04/02/2010,10002.18
05/02/2010,10012.23
08/02/2010,9908.39
09/02/2010,10058.64
10/02/2010,10038.38
11/02/2010,10144.19
12/02/2010,10099.14
15/02/2010,10099.14
16/02/2010,10268.81
17/02/2010,10309.24
18/02/2010,10392.9
19/02/2010,10402.35
22/02/2010,10383.38
23/02/2010,10282.41
24/02/2010,10374.16
25/02/2010,10321.03
26/02/2010,10325.26
01/03/2010,10403.79
02/03/2010,10405.98
03/03/2010,10396.76
04/03/2010,10444.14
05/03/2010,10566.2
08/03/2010,10552.52
09/03/2010,10564.38
10/03/2010,10567.33
11/03/2010,10611.84
12/03/2010,10624.69
15/03/2010,10642.15
16/03/2010,10685.98
17/03/2010,10733.67
18/03/2010,10779.17
19/03/2010,10741.98
22/03/2010,10785.89
23/03/2010,10888.83
24/03/2010,10836.15
25/03/2010,10841.21
26/03/2010,10850.36
29/03/2010,10895.86
30/03/2010,10907.42
31/03/2010,10856.63
01/04/2010,10927.07
02/04/2010,10927.07
05/04/2010,10973.55
06/04/2010,10969.99
07/04/2010,10897.52
08/04/2010,10927.07
09/04/2010,10997.35
12/04/2010,11005.97
13/04/2010,11019.42
14/04/2010,11123.11
15/04/2010,11144.57
16/04/2010,11018.66
19/04/2010,11092.05
20/04/2010,11117.06
21/04/2010,11124.92
22/04/2010,11134.29
23/04/2010,11204.28
26/04/2010,11205.03
27/04/2010,10991.99
28/04/2010,11045.27
29/04/2010,11167.32
30/04/2010,11008.61
03/05/2010,11151.83
04/05/2010,10926.77
05/05/2010,10868.12
06/05/2010,10520.32
07/05/2010,10380.43
10/05/2010,10785.14
11/05/2010,10748.26
12/05/2010,10896.91
13/05/2010,10782.95
14/05/2010,10620.16
17/05/2010,10625.83
18/05/2010,10510.95
19/05/2010,10444.37
20/05/2010,10068.01
21/05/2010,10193.39
24/05/2010,10066.57
25/05/2010,10043.75
26/05/2010,9974.45
27/05/2010,10258.99
28/05/2010,10136.63
31/05/2010,10136.63
01/06/2010,10024.02
02/06/2010,10249.54
03/06/2010,10255.28
04/06/2010,9931.97
07/06/2010,9816.49
08/06/2010,9939.98
09/06/2010,9899.25
10/06/2010,10172.53
11/06/2010,10211.07
14/06/2010,10190.89
15/06/2010,10404.77
16/06/2010,10409.46
17/06/2010,10434.17
18/06/2010,10450.64
21/06/2010,10442.41
22/06/2010,10293.52
23/06/2010,10298.44
24/06/2010,10152.8
25/06/2010,10143.81
28/06/2010,10138.52
29/06/2010,9870.3
30/06/2010,9774.02
01/07/2010,9732.53
02/07/2010,9686.48
05/07/2010,9686.48
06/07/2010,9743.62
07/07/2010,10018.28
08/07/2010,10138.99
09/07/2010,10198.03
12/07/2010,10216.27
13/07/2010,10363.02
14/07/2010,10366.72
15/07/2010,10359.31
16/07/2010,10097.9
19/07/2010,10154.43
20/07/2010,10229.96
21/07/2010,10120.53
22/07/2010,10322.3
23/07/2010,10424.62
26/07/2010,10525.43
27/07/2010,10537.69
28/07/2010,10497.88
29/07/2010,10467.16
30/07/2010,10465.94
02/08/2010,10674.38
03/08/2010,10636.38
04/08/2010,10680.43
05/08/2010,10674.98
06/08/2010,10653.56
09/08/2010,10698.75
10/08/2010,10644.25
11/08/2010,10378.83
12/08/2010,10319.95
13/08/2010,10303.15
16/08/2010,10302.01
17/08/2010,10405.85
18/08/2010,10415.54
19/08/2010,10271.21
20/08/2010,10213.62
23/08/2010,10174.41
24/08/2010,10040.45
25/08/2010,10060.06
26/08/2010,9985.81
27/08/2010,10150.65
30/08/2010,10009.73
31/08/2010,10014.72
01/09/2010,10269.47
02/09/2010,10320.1
03/09/2010,10447.93
06/09/2010,10447.93
07/09/2010,10340.69
08/09/2010,10387.01
09/09/2010,10415.24
10/09/2010,10462.77
13/09/2010,10544.13
14/09/2010,10526.49
15/09/2010,10572.73
16/09/2010,10594.83
17/09/2010,10607.85
20/09/2010,10753.62
21/09/2010,10761.03
22/09/2010,10739.31
23/09/2010,10662.42
24/09/2010,10860.26
27/09/2010,10812.04
28/09/2010,10858.14
29/09/2010,10835.28
30/09/2010,10788.05
01/10/2010,10829.68
04/10/2010,10751.27
05/10/2010,10944.72
06/10/2010,10967.65
07/10/2010,10948.58
08/10/2010,11006.48
11/10/2010,11010.34
12/10/2010,11020.4
13/10/2010,11096.08
14/10/2010,11094.57
15/10/2010,11062.78
18/10/2010,11143.69
19/10/2010,10978.62
20/10/2010,11107.97
21/10/2010,11146.57
22/10/2010,11132.56
25/10/2010,11164.05
26/10/2010,11169.46
27/10/2010,11126.28
28/10/2010,11113.95
29/10/2010,11118.49
01/11/2010,11124.62
02/11/2010,11188.72
03/11/2010,11215.13
04/11/2010,11434.84
05/11/2010,11444.08
08/11/2010,11406.84
09/11/2010,11346.75
10/11/2010,11357.04
11/11/2010,11283.1
12/11/2010,11192.58
15/11/2010,11201.97
16/11/2010,11023.5
17/11/2010,11007.88
18/11/2010,11181.23
19/11/2010,11203.55
22/11/2010,11178.58
23/11/2010,11036.37
24/11/2010,11187.28
25/11/2010,11187.28
26/11/2010,11092
29/11/2010,11052.49
30/11/2010,11006.02
01/12/2010,11255.78
02/12/2010,11362.41
03/12/2010,11382.09
06/12/2010,11362.19
07/12/2010,11359.16
08/12/2010,11372.48
09/12/2010,11370.06
10/12/2010,11410.32
13/12/2010,11428.56
14/12/2010,11476.54
15/12/2010,11457.47
16/12/2010,11499.25
17/12/2010,11491.91
20/12/2010,11478.13
21/12/2010,11533.16
22/12/2010,11559.49
23/12/2010,11573.49
24/12/2010,11573.49
27/12/2010,11555.03
28/12/2010,11575.54
29/12/2010,11585.38
30/12/2010,11569.71
31/12/2010,11577.51
03/01/2011,11670.75
04/01/2011,11691.18
05/01/2011,11722.89
06/01/2011,11697.31
07/01/2011,11674.76
10/01/2011,11637.45
11/01/2011,11671.88
12/01/2011,11755.44
13/01/2011,11731.9
14/01/2011,11787.38
17/01/2011,11787.38
18/01/2011,11837.93
19/01/2011,11825.29
20/01/2011,11822.8
21/01/2011,11871.84
24/01/2011,11980.52
25/01/2011,11977.19
26/01/2011,11985.44
27/01/2011,11989.83
28/01/2011,11823.7
31/01/2011,11891.93
01/02/2011,12040.16
02/02/2011,12041.97
03/02/2011,12062.26
04/02/2011,12092.15
07/02/2011,12161.63
08/02/2011,12233.15
09/02/2011,12239.89
10/02/2011,12229.29
11/02/2011,12273.26
14/02/2011,12268.19
15/02/2011,12226.64
16/02/2011,12288.17
17/02/2011,12318.14
18/02/2011,12391.25
21/02/2011,12391.25
22/02/2011,12212.79
23/02/2011,12105.78
24/02/2011,12068.5
25/02/2011,12130.45
28/02/2011,12226.34
01/03/2011,12058.02
02/03/2011,12066.8
03/03/2011,12258.2
04/03/2011,12169.88
07/03/2011,12090.03
08/03/2011,12214.38
09/03/2011,12213.09
10/03/2011,11984.61
11/03/2011,12044.4
14/03/2011,11993.16
15/03/2011,11855.42
16/03/2011,11613.3
17/03/2011,11774.59
18/03/2011,11858.52
21/03/2011,12036.53
22/03/2011,12018.63
23/03/2011,12086.02
24/03/2011,12170.56
25/03/2011,12220.59
28/03/2011,12197.88
29/03/2011,12279.01
30/03/2011,12350.61
31/03/2011,12319.73
01/04/2011,12376.72
04/04/2011,12400.03
05/04/2011,12393.9
06/04/2011,12426.75
07/04/2011,12409.49
08/04/2011,12380.05
11/04/2011,12381.11
12/04/2011,12263.58
13/04/2011,12270.99
14/04/2011,12285.15
15/04/2011,12341.83
18/04/2011,12201.59
19/04/2011,12266.75
20/04/2011,12453.54
21/04/2011,12505.99
22/04/2011,12505.99
25/04/2011,12479.88
26/04/2011,12595.37
27/04/2011,12690.96
28/04/2011,12763.31
29/04/2011,12810.54
02/05/2011,12807.36
03/05/2011,12807.51
04/05/2011,12723.58
05/05/2011,12584.17
06/05/2011,12638.74
09/05/2011,12684.68
10/05/2011,12760.36
11/05/2011,12630.03
12/05/2011,12695.92
13/05/2011,12595.75
16/05/2011,12548.37
17/05/2011,12479.58
18/05/2011,12560.18
19/05/2011,12605.32
20/05/2011,12512.04
23/05/2011,12381.26
24/05/2011,12356.21
25/05/2011,12394.66
26/05/2011,12402.76
27/05/2011,12441.58
30/05/2011,12441.58
31/05/2011,12569.79
01/06/2011,12290.14
02/06/2011,12248.55
03/06/2011,12151.26
06/06/2011,12089.96
07/06/2011,12070.81
08/06/2011,12048.94
09/06/2011,12124.36
10/06/2011,11951.91
13/06/2011,11952.97
14/06/2011,12076.11
15/06/2011,11897.27
16/06/2011,11961.52
17/06/2011,12004.36
