Date,SP500
19/08/2008,1266.69
18/08/2008,1278.6
15/08/2008,1298.2
14/08/2008,1292.93
13/08/2008,1285.83
12/08/2008,1289.59
11/08/2008,1305.32
08/08/2008,1296.32
07/08/2008,1266.07
06/08/2008,1289.19
05/08/2008,1284.88
04/08/2008,1249.01
01/08/2008,1260.31
31/07/2008,1267.38
30/07/2008,1284.26
29/07/2008,1263.2
28/07/2008,1234.37
25/07/2008,1257.76
24/07/2008,1252.54
23/07/2008,1282.19
22/07/2008,1277
21/07/2008,1260
18/07/2008,1260.68
17/07/2008,1260.32
16/07/2008,1245.36
15/07/2008,1214.91
14/07/2008,1228.3
11/07/2008,1239.49
10/07/2008,1253.39
09/07/2008,1244.69
08/07/2008,1273.7
07/07/2008,1252.31
03/07/2008,1262.9
02/07/2008,1261.52
01/07/2008,1284.91
30/06/2008,1280
27/06/2008,1278.38
26/06/2008,1283.15
25/06/2008,1321.97
24/06/2008,1314.29
23/06/2008,1318
20/06/2008,1317.93
19/06/2008,1342.83
18/06/2008,1337.81
17/06/2008,1350.93
16/06/2008,1360.14
13/06/2008,1360.03
12/06/2008,1339.87
11/06/2008,1335.49
10/06/2008,1358.44
09/06/2008,1361.76
06/06/2008,1360.68
05/06/2008,1404.05
04/06/2008,1377.2
03/06/2008,1377.65
02/06/2008,1385.67
30/05/2008,1400.38
29/05/2008,1398.26
28/05/2008,1390.84
27/05/2008,1385.35
23/05/2008,1375.93
22/05/2008,1394.35
21/05/2008,1390.71
20/05/2008,1413.4
19/05/2008,1426.63
16/05/2008,1425.35
15/05/2008,1423.57
14/05/2008,1408.66
13/05/2008,1403.04
12/05/2008,1403.58
09/05/2008,1388.28
08/05/2008,1397.68
07/05/2008,1392.57
06/05/2008,1418.26
05/05/2008,1407.49
02/05/2008,1413.9
01/05/2008,1409.34
30/04/2008,1385.59
29/04/2008,1390.94
28/04/2008,1396.37
25/04/2008,1397.84
24/04/2008,1388.82
23/04/2008,1379.93
22/04/2008,1375.94
21/04/2008,1388.17
18/04/2008,1390.33
17/04/2008,1365.56
16/04/2008,1364.71
15/04/2008,1334.43
14/04/2008,1328.32
11/04/2008,1332.83
10/04/2008,1360.55
09/04/2008,1354.49
08/04/2008,1365.54
07/04/2008,1372.54
04/04/2008,1370.4
03/04/2008,1369.31
02/04/2008,1367.53
01/04/2008,1370.18
31/03/2008,1322.7
28/03/2008,1315.22
27/03/2008,1325.76
26/03/2008,1341.13
25/03/2008,1352.99
24/03/2008,1349.88
20/03/2008,1329.51
19/03/2008,1298.42
18/03/2008,1330.74
17/03/2008,1276.6
14/03/2008,1288.14
13/03/2008,1315.48
12/03/2008,1308.77
11/03/2008,1320.65
10/03/2008,1273.37
07/03/2008,1293.37
06/03/2008,1304.34
05/03/2008,1333.7
04/03/2008,1326.75
03/03/2008,1331.34
29/02/2008,1330.63
28/02/2008,1367.68
27/02/2008,1380.02
26/02/2008,1381.29
25/02/2008,1371.8
22/02/2008,1353.11
21/02/2008,1342.53
20/02/2008,1360.03
19/02/2008,1348.78
15/02/2008,1349.99
14/02/2008,1348.86
13/02/2008,1367.21
12/02/2008,1348.86
11/02/2008,1339.13
08/02/2008,1331.29
07/02/2008,1336.91
06/02/2008,1326.45
05/02/2008,1336.64
04/02/2008,1380.82
01/02/2008,1395.42
31/01/2008,1378.55
30/01/2008,1355.81
29/01/2008,1362.3
28/01/2008,1353.96
25/01/2008,1330.61
24/01/2008,1352.07
23/01/2008,1338.6
22/01/2008,1310.5
18/01/2008,1325.19
17/01/2008,1333.25
16/01/2008,1373.2
15/01/2008,1380.95
14/01/2008,1416.25
11/01/2008,1401.02
10/01/2008,1420.33
09/01/2008,1409.13
08/01/2008,1390.19
07/01/2008,1416.18
04/01/2008,1411.63
03/01/2008,1447.16
02/01/2008,1447.16
31/12/2007,1468.36
28/12/2007,1478.49
27/12/2007,1476.27
26/12/2007,1497.66
24/12/2007,1496.45
21/12/2007,1484.46
20/12/2007,1460.12
19/12/2007,1453
18/12/2007,1454.98
17/12/2007,1445.9
14/12/2007,1467.95
13/12/2007,1488.41
12/12/2007,1486.59
11/12/2007,1477.65
10/12/2007,1515.96
07/12/2007,1504.66
06/12/2007,1507.34
05/12/2007,1485.01
04/12/2007,1462.79
03/12/2007,1472.42
30/11/2007,1481.14
29/11/2007,1469.72
28/11/2007,1469.02
27/11/2007,1428.23
26/11/2007,1407.22
23/11/2007,1440.7
21/11/2007,1416.77
20/11/2007,1439.7
19/11/2007,1433.27
16/11/2007,1458.74
15/11/2007,1451.15
14/11/2007,1470.58
13/11/2007,1481.05
12/11/2007,1439.18
09/11/2007,1453.7
08/11/2007,1474.77
07/11/2007,1475.62
06/11/2007,1520.27
05/11/2007,1502.17
02/11/2007,1509.65
01/11/2007,1508.44
31/10/2007,1549.38
30/10/2007,1531.02
29/10/2007,1540.98
26/10/2007,1535.28
25/10/2007,1514.4
24/10/2007,1515.88
23/10/2007,1519.59
22/10/2007,1506.33
19/10/2007,1500.63
18/10/2007,1540.08
17/10/2007,1541.24
16/10/2007,1538.53
15/10/2007,1548.71
12/10/2007,1561.8
11/10/2007,1554.41
10/10/2007,1562.47
09/10/2007,1565.15
08/10/2007,1552.58
05/10/2007,1557.59
04/10/2007,1542.84
03/10/2007,1539.59
02/10/2007,1546.63
01/10/2007,1547.04
28/09/2007,1526.75
27/09/2007,1531.38
26/09/2007,1525.42
25/09/2007,1517.21
24/09/2007,1517.73
21/09/2007,1525.75
20/09/2007,1518.75
19/09/2007,1529.03
18/09/2007,1519.78
17/09/2007,1476.65
14/09/2007,1484.25
13/09/2007,1483.95
12/09/2007,1471.56
11/09/2007,1471.49
10/09/2007,1451.7
07/09/2007,1453.55
06/09/2007,1478.55
05/09/2007,1472.29
04/09/2007,1489.42
31/08/2007,1473.99
30/08/2007,1457.64
29/08/2007,1463.76
28/08/2007,1432.36
27/08/2007,1466.79
24/08/2007,1479.37
23/08/2007,1462.5
22/08/2007,1464.07
21/08/2007,1447.12
20/08/2007,1445.55
17/08/2007,1445.94
16/08/2007,1411.27
15/08/2007,1406.7
14/08/2007,1426.54
13/08/2007,1452.92
10/08/2007,1453.64
09/08/2007,1453.09
08/08/2007,1497.49
07/08/2007,1476.71
06/08/2007,1467.67
03/08/2007,1433.06
02/08/2007,1472.2
01/08/2007,1465.81
31/07/2007,1455.27
30/07/2007,1473.91
27/07/2007,1458.95
26/07/2007,1482.66
25/07/2007,1518.09
24/07/2007,1511.04
23/07/2007,1541.57
20/07/2007,1534.1
19/07/2007,1553.08
18/07/2007,1546.17
17/07/2007,1549.37
16/07/2007,1549.52
13/07/2007,1552.5
12/07/2007,1547.7
11/07/2007,1518.76
10/07/2007,1510.12
09/07/2007,1531.85
06/07/2007,1530.44
05/07/2007,1525.4
03/07/2007,1524.87
02/07/2007,1519.43
29/06/2007,1503.35
28/06/2007,1505.71
27/06/2007,1506.34
26/06/2007,1492.89
25/06/2007,1497.74
22/06/2007,1502.56
21/06/2007,1522.19
20/06/2007,1512.84
19/06/2007,1533.7
18/06/2007,1531.05
15/06/2007,1532.91
14/06/2007,1522.97
13/06/2007,1515.67
12/06/2007,1493
11/06/2007,1509.12
08/06/2007,1507.67
07/06/2007,1490.72
06/06/2007,1517.38
05/06/2007,1530.95
04/06/2007,1539.18
01/06/2007,1536.34
31/05/2007,1530.62
30/05/2007,1530.23
29/05/2007,1518.11
25/05/2007,1515.73
24/05/2007,1507.51
23/05/2007,1522.28
22/05/2007,1524.12
21/05/2007,1525.1
18/05/2007,1522.75
17/05/2007,1512.75
16/05/2007,1514.14
15/05/2007,1501.19
14/05/2007,1503.15
11/05/2007,1505.85
10/05/2007,1491.47
09/05/2007,1512.58
08/05/2007,1507.72
07/05/2007,1509.48
04/05/2007,1505.62
03/05/2007,1502.39
02/05/2007,1495.92
01/05/2007,1486.3
30/04/2007,1482.37
27/04/2007,1494.07
26/04/2007,1494.25
25/04/2007,1495.42
24/04/2007,1480.41
23/04/2007,1480.93
20/04/2007,1484.35
19/04/2007,1470.73
18/04/2007,1472.5
17/04/2007,1471.48
16/04/2007,1468.33
13/04/2007,1452.85
12/04/2007,1447.8
11/04/2007,1438.87
10/04/2007,1448.39
09/04/2007,1444.61
05/04/2007,1443.76
04/04/2007,1439.37
03/04/2007,1437.77
02/04/2007,1424.55
30/03/2007,1420.86
29/03/2007,1422.53
28/03/2007,1417.23
27/03/2007,1428.61
26/03/2007,1437.5
23/03/2007,1436.11
22/03/2007,1434.54
21/03/2007,1435.04
20/03/2007,1410.94
19/03/2007,1402.06
16/03/2007,1386.95
15/03/2007,1392.28
14/03/2007,1387.17
13/03/2007,1377.95
12/03/2007,1406.6
09/03/2007,1402.84
08/03/2007,1401.89
07/03/2007,1391.97
06/03/2007,1395.41
05/03/2007,1374.12
02/03/2007,1387.17
01/03/2007,1403.17
28/02/2007,1406.82
27/02/2007,1399.04
26/02/2007,1449.37
23/02/2007,1451.19
22/02/2007,1456.38
21/02/2007,1457.63
20/02/2007,1459.68
16/02/2007,1455.54
15/02/2007,1456.81
14/02/2007,1455.3
13/02/2007,1444.26
12/02/2007,1433.37
09/02/2007,1438.06
08/02/2007,1448.31
07/02/2007,1450.02
06/02/2007,1448
05/02/2007,1446.99
02/02/2007,1448.39
01/02/2007,1445.94
31/01/2007,1438.24
30/01/2007,1428.82
29/01/2007,1420.62
26/01/2007,1422.18
25/01/2007,1423.9
24/01/2007,1440.13
23/01/2007,1427.99
22/01/2007,1422.95
19/01/2007,1430.5
18/01/2007,1426.37
17/01/2007,1430.62
16/01/2007,1431.9
12/01/2007,1430.73
11/01/2007,1423.82
10/01/2007,1414.85
09/01/2007,1412.11
08/01/2007,1412.84
05/01/2007,1409.71
04/01/2007,1418.34
03/01/2007,1416.6
